en,hmr
"to have one’s connection with anyone severed and to be left without any resources, remuneration, pensions, etc (like a pumpkin flower detach from its plan and taking nothing with it)",Maipar thlong (v)
"teasle gourd, spiny gourd",Maitamtok (n)
"wonderful, to be wonderful",Mak (adj)
a family sister’s husbands,Mák (n)
"to divorce one’s wife, to give up",Mâk (v)
the amount paid by a man to his wife as conformation of separation or divorce initiated by the man,Mâk man (n)
"wonderfully, miraculously, amazingly, remarkably",Mak takin (adv)
"to be amazed, to be filled with wonder, astonished, amazed, surprise",Mak ti (v)
name of an edible wild fruit of the strawberry family,Makei (n)
a variety of wild tree,Makhak (n)
a variety of wild tree,Makhang (n)
the joint area of the two human limbs,Makhe (n)
"certainly, without fail; obligatory, unavoidable, inevitable",Makmaw (adv)
"in such a way as to necessitate, in such a way as to compel",Makmawin (adv)
one’s daughter or sister’s husband,Makpa (n)
husband of the eldest daughter of a family,Makpa bul (n)
a man who goes to live in his wife's house,Makpa sungkhum (n)
"to leave behind, to leave, to give away when going away",Maksan (v)
"a million, ten lakhs",Maktaduoi (adj)
"single, alone, only",Mal (adj)
"a drop, a grain, a single one",Mal (n)
"the lap, the thigh",Mal (n)
exposing or defaming oneself due to one’s carelessness,Mal chunga sa chan (phrase)
"one at a time, one after another, one by one",Mal mal (adv)
to sing by oneself,Mal zai (v)
"while, whilst, at the same time; doing another thing without giving up or still doing what one originally does",Malam (adv)
a species of rice,Malcheng (n)
a species of rice,Malchengvarpa (n)
weaving or matting with one strand over one and one under alternately,Malkal (n)
"to renounce, to abjure, etc",Malmak (v)
"to pitch upon one in particular, to single out one or blame one person for what was done by many",Malman (v)
"the upper limb just below the hip, the upper thigh (see also Elpui)",Malpui (n)
"the femur, the thigh bone",Malpui ru (n)
"to bless, to invoke divine favour upon",Malsawm (v)
"to bless, to call blessings upon",Malsawm pek (v)
a blessing,Malsawmna (n)
"the lower limb just above the knee, the lower thigh",Malte (n)
solo,Malzai (n)
one’s need or requirements,Mamaw (adj)
to supply the requirements of others,Mamaw phuhrukpek (v)
"to seize, to hold, to grasp, to capture, to win (a raffle or lottery)",Man (v)
cheap (in price of an item),Man (adj)
"price, reward, recompense, wages",Man (n)
"price (of sin, doing something wrong)",Man (adv)
free of cost,Man bo (v)
to receive a bride price,Man intel (v)
the secondary bride prices,Man kaupeng (n)
bride price and its associates,Man le muol (n)
high priced (mostly to living things),Man tam (adj)
the secondary bride price given to the sister and aunts of the bride’s family,Man tesep (n)
the amount refunded from bride price to show that the woman still have attachment with her paternal family,Man thrungpha (n)
"low priced, cheap",Man tlawm (adj)
"high price, costly, expensive (mostly to commodities)",Man to (adj)
"to have a price, to be worth, to be worthwhile, advantageous",Man um (v)
mana,Mana (n)
a dream,Mang (n)
"to die, to die out, to become extinct",Mang (v)
to have a dream,Mang nei (v)
a dream in which one dreams that one is dreaming,Mang sawng (n)
to have a bad dream,Mang sie (v)
to see in a dream,Manga hmu (v)
to dream,Manga mang (v)
"to order, to place an order by post (later on saccharin or sweets)",Mangai (v)
a shoe ordered by post,Mangai pheikhok (n)
"to be bewildered, perplexed, amazed, to be in a predicament",Mangang (adj)
"worry, trouble, distress, perplexity",Mangangna (n)
"bewildering, perplexing",Mangangthlak (v)
"forget, to forget, not remember (like dream)",Mangnghil (adj)
to dream of what one has been talking about,Mangphan (v)
"an intentional physical or verbal assault, a consensual attack, etc",Mangsingkalai (v)
sweet dream (or a parting word similar to ‘bye-bye’ expressed in the evening or night),Mangtha (n)
a parting wish (to have a sweet dream),Mangtha nei rawh (phrase)
name of a species of bird,Mangva (n)
"worth, worthy, profitable, beneficial",Manhla (adj)
"own, self",Mani (prn)
"or, whether",Mani (cnjn)
selfish,Mani hmasiel (adj)
selfishness,Mani hmasielna (n)
to have self control,Mani inthunun (v)
self-control,Mani inthununna (n)
self sufficient,Mani intodel (adj)
"to praise oneself, to blow one’s own trumpet",Mani le mani inpak (v)
"to criticise or speak against one’s family, friends or party",Mani mong hlim (v)
to live or go about with only as per one’s likes and dislikes,Mani ning ninga ning (v)
"self-opinionated, one who only likes to go on his own will",Mani thu du (adj)
"selfish, to think for oneself only",Mani tranghma siel (adj)
a large trap which crushes its victim by letting a heavy beam falling upon it,Mankhawng (n)
to make a fence or barrier with apertures at intervals and set ‘mankhawng’,Mankhawng kam (v)
a variety of wild tree,Mankhieng (n)
a policeman,Manmi (n)
name of a wild tree,Mano (n)
name of a wild tree,Manochal (n)
the main bride price collected by the girl’s father in a traditional bride price payment (further divided to kinsman),Manpui (n)
"bag, pocket",Mansa (n)
big bag,Mansapui (n)
"a satchel, bag, pocket, pouch",Mansate (n)
man soul,Mansawl (n)
"brinjal, eggplant¸ aubergine",Manta (n)
"bitter tomato, bitter brinjal",Manta samtrok (n)
"bitter tomato, bitter brinjal",Mantakha (n)
tomato,Mantathur (n)
a species of rice,Mantlep (n)
the name of a species of edible arum,Manzâng (n)
"straight, even, stretched tightly",Mar (adj)
martyr,Martar (n)
a Meitei originated term for spices of different items,Marumarang (n)
coriander leaf,Maruoi (n)
a Meitei originated term of friend or friendship but used to mean a form of saving of money on instalment basis among fixed number of friends,Marup (n)
"spice, spices",Masala (n)
name of a variety of wild insect,Mathe (n)
"certainly, without fall",Matheilovin (adv)
name of edible fruit (also called ‘sarzuk’,Matrau (n)
"a patch of bamboos not to be jhumed, but preserved for building purposes",Mauhak (n)
a poetic word of bamboo,Mauruo (n)
a famine caused by bamboo flowering that occurs after every 50 years in Mizoram and Manipur state in particular (the last one is in 2006),Mautam (n)
responsibility,Maw (adj)
is it?,Maw (interrogative article)
to give responsibility to,Maw inphurtir (v)
"pretty, to be pretty, beautiful, exalted, honoured, to be fit or proper",Mawi (adj)
"ugly, unattractive",Mawi lo (adj)
"to decay, to rot, to putrefy",Mawih (v)
"good looking, nice",Mawihnai (adj)
"invisible (moon); dark, an attractive colour",Mawk (adj)
"simple, plain, to be plain, to be without adornment, without common sense, foolish, blunt",Mawl (adj)
"fat and chubby, healthy looking (especially babies)",Mawm (adj)
"momo (a type of South Asian dumpling native to Tibet, Bhutan, Nepal, North and Northeast India)",Mawmaw (n)
the girl’s clitoris,Mawn (n)
mound (40 kgs),Mawn (n)
"to sprout, to come to life (like a plant)",Mawng (v)
the buttock,Mawng (n)
one who is slow and reluctant to stand up and work,Mawng rik (n)
one who is always active and ready to stand up work,Mawng zang (n)
enema,Mawngkapna (n)
"the anus, the rectum",Mawngkuo (n)
"a gay, a sodomite, sodomy, one who practises sodomy",Mawngkuohur (n)
the buttocks,Mawngtam (n)
to bear the consequences or blame,Mawphur (v)
responsibility,Mawphurna (n)
"one who is responsible for, one who is to bear the blame",Mawphurtu (n)
"spice, spices",Mawsala (n)
"blame falsely, to lay blame upon",Mawsie (adj)
banana,Mawt (n)
motor,Mawtor (n)
a Hindi originated term for socks,Mawza (n)
a mouse,Mazu (n)
that which declines till the end like a rat tail,Mazu mei and (adj)
bird’s eye (chilli),Mazuek Hmarcha (n)
"a hare, a rabbit, a full-grown female rat",Mazupui (n)
"fire, a tail, the stern of a boat",Mei (n)
to warm oneself by the fire,Mei awi (v)
"merely, uselessly, gratuitously, undeservedly, simply, causelessly",Mei mei (adv)
to contain or have a sinister meaning,Mei nei (v)
a match lock gun,Mei pek silai (n)
"to light a fire, to blow a fire",Mei sem (v)
to tend a fire,Mei ti (v)
to wag the tail,Mei zap (v)
the red-hot live ember,Meiai (n)
the narrow line on human back that leads to the anus,Meibitling (n)
"a flame, a blaze",Meichok (n)
a situation of extreme poverty wherein one is left with nothing to cook but just look at the fire in the hearth,Meichok en (v)
"smoking, one who smoke",Meihawp (n)
smoker,Meihawp mi (n)
charcoal,Meihol (n)
to extinguish fire,Meikang threl (v)
smoke,Meikhu (n)
a steamboat,Meikhu long (n)
a chimney,Meikhu suokna (n)
"live embers, a live coal, a red hot piece of wood or coal",Meiling (n)
the warmth of fire,Meilum (n)
"mayflower, gulmohar tree",Meipar (n)
a match lock gun,Meipek silai (n)
an impoverished moveable container of heated charcoal that gives warmth,Meiphu (n)
a bonfire anywhere outside a house,Meipui (n)
a variety of flower,Meisem par (n)
"a torch (usually made of some dry split bamboo), a firebrand",Meiser (n)
to lit ‘meiser’ (and walk),Meiser sit (v)
a spark,Meisi (n)
"a flint, lighter",Meitawk (n)
a constant follower,Meitehem (n)
a Manipuri,Meitei (n)
"fireworks, a rocket",Meithallawn (n)
ashes,Meivam (n)
ashtray,Meivam inkhawlna (n)
the one who is mainly responsible for a particular job,Meizang hlaptu (n)
cigarette,Meiziel (n)
magazine (gun),Mekzin (n)
"to stare at, to look at steadfastly, to stare",Mel (v)
mile,Mel (v)
milestone,Mellung (n)
memorandum,Memorandam (n)
"to regard as venial or pardonable, condonable",Mena thlak (v)
"to wake, to be awake, to open (as eyes)",Meng (v)
to gaze with open angry eyes,Meng rum (v)
to open the eyes wide due to fear or extreme surprise,Mengphawk (v)
to sit up at night with (especially sick person),Mengpui (v)
to secretively open the eye (especially during prayer),Mengruk (v)
cat,Mengte (n)
one who keep on shifting his place or dwelling place like a cat did with her kitten,Mengte nau nei ang (phrase)
kitten,Mengte te (n)
map,Mep (n)
Messiah,Mesie (n)
expression of doing a little bit,Met (adv)
"to scrape, to shave, to cut (the hair), to flay the skin",Met (v)
even,Meu khom (adv)
"a person, a man, a thing, one",Mi (n)
"me, for me, at me",Mi (prn)
"to be unlike an ordinary man, mad, imbecile, mentally deficient",Mi ang lo (n)
"to disturb somebody, to give a repercussion effect to somebody",Mi behna pet (v)
by someone,Mi in (prn)
a prisoner,Mi intang (n)
