en,hmr
"to set aside, to set apart, to place separately",Siehran (v)
the spur (of a cock),Siek (n)
"to give as security, to put by for",Siekham (n)
"to store, to stock",Siekhawl (v)
"to put together, to pile up",Siekhawm (v)
pioneering,Siel (v)
the domesticated Mithun or Gayal considered as the largest and of greatest value,Siel (n)
to return home like a mithun,Siel ang lawi (v)
to put under severe physical affliction,Siel ang sawi (v)
the highest fine that can be imposed in a Hmar traditional justice system which is almost similar with a Mithun and Pig,Siel le Salam (n)
a Mithun's head usually hanged on the entrance side of a Hmar house,Siel lu (n)
a saying which literally means that children usually resemble their parents,"Siel rangin siel rang a hring, sakawlin sakawl a hring (phrase)"
a sub clan under Hmar Lawitlang Hrangchal,Sielasung (n)
a variety of wild tree,Sielhma (n)
a Hmar Lungtau sub clan,Sielhnam (n)
the fan palm,Siellu (n)
a variety of wild tree,Sieltuoi (n)
"to get ready, to make, to construct, to prepare",Siem (v)
"readymade, to be ready or already made",Siem sa (n)
"repair, improve, to make better",Siemthrat (v)
"creator, maker, one who makes",Siemtu (n)
"if it, had it, if they",Sien (v)
"even if, although, even though, though",Sien khom (adv)
"however, notwithstanding",Sienkhom (conj)
"if, if it, had if, if they",Sienla (adv)
olden day’s youth dormitory similar with Buonzawl/Zawlbuk,Sier (n)
arithmetic,Sierkop (n)
book of arithmetic,Sierkop bu (n)
a sub clan under Hmar Khawbung Punte clan,Siersak (n)
the name of a small hawk,Siersier (n)
a sub clan under Hmar Khawbung Punte clan,Siertlang (n)
"to take an oath, to swear",Siesam (v)
"to remove, to move from one place to another",Siesawn (v)
"bad, negative",Siet (adj)
a mourning program arranged in the absence of the dead body,Sietbat (n)
"to preserve, to put in order",Siethra (v)
"social events (marriage, death, etc)",Sietni-thratni (n)
to meet with misfortune,Siettuok (v)
signboard,Signboard (n)
"a ghost, a devil spirit believes to be the most genial and friendly but strong",Sihai (n)
a jackal,Sihal (n)
"to pinch, to nip (with hand nails)",Sik (v)
"to butt (as a bull), to hit using the forehead or horn",Sik (v)
harvest,Sîk (v)
the planet Mars,Sikeisen (n)
"the morning star, the Mercury",Sikhawvar (n)
"hiccup, to hiccup",Sikiek (n)
to shiver or tremble because of body temperature or fever,Sikinhning (v)
"curvy, uneven",Sikinsawi (adj)
signature,Siknechar (n)
a Hmar festival,Sikpui (n)
cigarette,Sikret (n)
"fever, feverishness, to have slight fever, to be feverish",Sikser (n)
total silence,Siksikrieu inhram (n)
a mild but nasty fever or human body temperature,Siktehmer (n)
to pinch a small object using thumb nails on one end and the point or middle finger nails on the other end,Siktehmer (v)
school,Sikul (n)
student,Sikul naupang (n)
to cover oneself (with shawl or blanket),Sil (v)
"cramp, contraction of the muscles, tired",Sil (n)
clothes to wear and cover oneself,Sil le bil (n)
gun,Silai (n)
gun powder,Silai hlo (n)
the rock of a gun,Silai kawm (n)
a measurement of paddy produced in a harvest wherein the apex of conical heap of the paddy is of same level with a gun,Silai zawn (n)
a bullet,Silaimu (n)
"to be stiff and sore, to be maimed",Silawng (v)
syllabus,Silebas (n)
to wash clean,Silfai (v)
"clothing, garments, apparel",Silfen (n)
ceiling,Siling (n)
south,Sim (n)
"to reform, to repent, to give up, to abandon (a bad habit)",Sim (v)
participate in a program,Sim (adv)
closing of the eye,Sîm (v)
"southwards, towards the south",Sim tieng (adv)
name of a variety of beetle,Simasawk (n)
symbol,Simbawl (n)
the owl,Simbu (n)
to trick into making a confession,Simbudawi (v)
the horned owl,Simbuksielki (n)
name of medicinal wild plant,Simbuthut (n)
a comet,Simeikhu (n)
cement,Simen (n)
tamarind,Simkerlek (n)
earthquake,Simkhawlei (n)
occurrence of earthquake,Simkhawlei inhning (n)
repentance,Simna (n)
southeast,Simsak (n)
name of one of the eight dances performed during Sikpui festival,Simsak lam (n)
name of a tribe,Simte (n)
southwest,Simthlang (n)
"a rat, opossum rat",Simtîr (n)
"work, job, employment",Sin (n)
"test, try, trial",Sin (v)
"a lid, a stopper, a cover, a cork, to shut, to stopper, to cork",Sîn (n)
doing work,Sin thaw (v)
to put a lit while cooking and keep the steam in,Sin up (v)
a sub clan under Banzang clan of Hmar Darngawn,Sinate (n)
cinema,Sinema (n)
"short in length or height (women skirt, petticoat, etc)",Sîng (adj)
ten thousand,Sîng (adj)
sandstone chips,Singgal balu (n)
poetical term for palatial and big house,Singin (n)
cinchona,Singkawna (n)
"a wart, a mole (in human body skin)",Singkilik (n)
a species of house spider,Singkip (n)
a poetical word for eye,Singmit (n)
"to prepare, to get ready, to make preparation, to make arrangements",Singsa (v)
name of ant which built its nest on leaves,Singsang (n)
the name of a species of bamboo used for making the bowls of men's pipes,Singtur (n)
a smoking pipe made of 'singtur',Singtur dumbel (n)
a Meitei originated term for a mixture of certain green vegetables and leaves to be eaten in raw,Sîngzu (n)
name of thorny vegetable,Sîngzuor (n)
the place where Hmars claimed themselves to have originated,Sinlung (n)
"cover, lid, cork",Sinna (n)
"to fix in the mind, to take special notice of so as to remember",Sinsie (v)
full to the brim,Sip (adj)
"top most, zenith",Sîp (n)
a soldier,Sipai (n)
the name of a constellation comprising of seven stars,Sipawikap (n)
"an offshoot, anything divided off from the parent stock (eg, a hamlet village)",Siper (n)
special,Sipisial (adj)
the hair of the crown of the head,Sipsam (n)
to carry or put on the head,Sipsuon (v)
a species of sesame,Sipui (n)
a measure of a conical heap of paddy the apex of which will be level with the crown of an ordinary sized man's head,Sipzawn (n)
"the sharp point (of a knife), a pointed top (of a church cross)",Sipzum (n)
"to tread upon, to tread (with the bottom of the foot); to visit, to call upon",Sir (v)
"the side, corner (of anything)",Sîr (n)
every corner,Sir tinah (adv)
on each corner,Sir tuok (adv)
"on the side of, at the side of",Sirah (prepn)
"notches made in a tree or hill to assist in climbing, steps of stairs",Sirbi (n)
a rice mortar (using the leg),Sirbuksum (n)
"to trample upon, to oppress, to hold in bondage, to look down upon, to despise",Sirde (v)
inflammation on the sole of the foot cause by excess walking,Sirdo (n)
syringe,Sirins (n)
trowel (of mason or house builder),Sirni (n)
"a support for the feet used when weaving, a footstool, to rest the feet upon",Sirsan (n)
"on the left or right side, to be on or put on the left or right side",Sirsawn (v)
the Pleiades,Siruk (n)
the final assault in games - reel or real life (derived from one of the latter but most severe and violent norwesters (storm or hurricane) of India and Bangladesh that synchronize with the heliacal setting of the Pleiades),Siruk lain (n)
poetical name for birds,Sîrva (n)
the details,Sise (adj)
"in minute details, particularly",Sise takin (adv)
"to winnow, to remove the chaff and the broken pieces",Sisêp (v)
system,Sistem (n)
systematic,Sistemetik (adj)
name of fruit (citrus family),Sisu (n)
"to light a lamp, to lit a torch, etc",Sit (v)
to be dissatisfied with,Sit (v)
stencil,Sitensil (n)
fermented sesame seed,Sithu (n)
the dry gourd in which ‘sithu’ is being stored,Sithuum (n)
a small pond in wild flat forest or small valley,Situi (n)
name of a small tree the leaf of which is a Hmar favourite curry item (eurya acuminate),Sizo (n)
"porridge of rice-soda-sizo (plus meat or vegetables), a common and popular Hmar curry",Sizo changal hmepok (n)
the Orion,Sizucho (n)
scholarship,Skolarship (n)
"squash, a variety of vegetable",Skuash (n)
school,Skul (n)
the pulse,So (n)
"boil, to bubble up, to effervesce, etc",So (v)
a leisure talk,So (v)
name of wild plant the leaf of which is edible,Sohle (n)
to chew or masticate (by the teeth),Soi (v)
to chew up,Soi chip (v)
"to chew up, to masticate thoroughly, to chew thoroughly",Soi nawi (v)
"to play with, to have fun with",Soisa (v)
"to raise objections, to find fault with, to make excuse, to speak against",Soisel (v)
"without fault, faultless, blameless",Soisel bo (adj)
"blamelessly, perfectly, without fault",Soisel bovin (adv)
"one given to raising objections, finding fault, etc",Soisel hmang (n)
"criticism, objection, reproach",Soiselna (n)
name of a flower,Sokhlei (n)
gecko,Sokkhe (n)
a variety of snake,Sokvom (n)
solfa,Solfa (n)
"taking along, coming along with",Som (v)
dowry,Som (n)
"to aid, to assist as in work, food, etc",Somdawl (v)
"relief, assistance",Somdawlna (n)
"move, shift, to move from one place to another",Son (v)
"completely (time), to be on forever, permanently",Song (adv)
a Hmar Lungtau sub clan,Songate (n)
the platform in front of a Hmar traditional house,Songka (n)
name of nosy insect,Songsongbokbok (n)
"to remove, move away",Sonhmang (v)
a variety of soil,Sontlung (n)
"unclean, untidy",Sop (adj)
"to beat, to hit (extreme)",Sop (v)
"to engage (in manual work), to employ, to use someone’s service",Sor (v)
a Hindi originated term for government,Sorkar (n)
poetical word for moon,Sorthlapui (n)
to flare up,Sosang (v)
sports,Spawts (n)
stethoscope,Stethoscope (n)
to move or sway up and down,Su (v)
the vulva,Su (n)
the female pubic hair,Suhmul (n)
"to investigate, to track, to trace; to kick; to tie in a weaver's knot, to tie",Sui (v)
"to tie a knot in a single piece of string, etc",Suibawk (v)
poetical term to meant one is longing for one’s lover,Suilungleng (v)
one form of tying by a string,Suipingpilip (n)
"to trace out, to investigate and find the logical conclusion",Suisuok (v)
"unsearchable, inscrutable, unfathomable",Suisuok ruol lo (adj)
"investigation, research",Suisuokna (n)
a reef knot,Suitak (n)
"to tie in an ordinary knot, an ordinary knot",Suitungturut (n)
to hinder from doing a thing,Sukbahla (v)
"to give grief and bitterness, distress, trouble, misery, etc",Sukbeidong (v)
to fill,Sukbit (v)
"to destroy, wipe off, to sweep away",Sukbohmang (v)
to break off,Sukbong (v)
"to ruin, to lose",Sukboral (v)
to gather,Sukbum (v)
"to spill, to upset",Sukbuo (v)
"to disturb, to set in an uproar",Sukbuoi (v)
"to distort truth, to pervert justice, to lead astray",Sukbuongbar (v)
"to slow down, to hinder",Sukchai (v)
to weaken,Sukchau (v)
"to stop, to give a break",Sukchawl (v)
to make the space between more cramped,Sukchep (v)
"to confuse, to bewilder",Sukchiai (v)
"to bring down, to pull down",Sukchim (v)
"to exterminate, to extinguish",Sukchimit (v)
to make it small,Sukchin (v)
"to disorder, to muddle up, to put out of proper order",Sukchingpen (v)
"to close (the gap), to minimize (the space between two objects)",Sukchip (v)
"to light up (fire), to put on (a lamp)",Sukchok (v)
"to heal, to save",Sukdam (v)
a cure,Sukdamna (n)
"healer, one who cures",Sukdamtu (n)
"to alter, to vary, to make different",Sukdanglam (v)
"to scatter, to disperse",Sukdar (v)
"to deprive, to deceive",Sukdawng (n)
"to make it tight, to ram",Sukden (v)
"to correct, to rectify",Sukdik (v)
"to ill-treat, to maltreat",Sukduda (v)
"to clean, to clear",Sukfai (v)
"to make perfect, to give fullness",Sukfamkim (v)
"to settle, to decide",Sukfel (v)
"to refresh, to make one feel refreshed",Sukhadam (v)
"to wake up, to cheer up, to enlighten",Sukhar (v)
